Point { x: 655, y: 930 }
Point { x: 867, y: 507 }
Point { x: 468, y: 816 }
Point { x: 624, y: 365 }
Point { x: 133, y: 741 }
Point { x: 438, y: 930 }
Point { x: 789, y: 475 }
Point { x: 863, y: 537 }
Point { x: 323, y: 335 }
Point { x: 111, y: 673 }
Point { x: 438, y: 800 }
Point { x: 221, y: 598 }
Point { x: 296, y: 549 }
Point { x: 695, y: 417 }
Point { x: 789, y: 409 }
Point { x: 546, y: 537 }
Point { x: 133, y: 862 }
Point { x: 382, y: 930 }
Point { x: 789, y: 308 }
Point { x: 517, y: 545 }
Point { x: 436, y: 714 }
Point { x: 863, y: 712 }
Point { x: 789, y: 171 }
Point { x: 863, y: 507 }
Point { x: 546, y: 699 }
Point { x: 361, y: 930 }
Point { x: 351, y: 335 }
Point { x: 337, y: 699 }
Point { x: 854, y: 868 }
Point { x: 323, y: 357 }
Point { x: 527, y: 388 }
Point { x: 389, y: 589 }
Point { x: 115, y: 626 }
Point { x: 438, y: 602 }
Point { x: 544, y: 930 }
Point { x: 115, y: 768 }
Point { x: 531, y: 383 }
Point { x: 213, y: 508 }
Point { x: 468, y: 677 }
Point { x: 414, y: 930 }
Point { x: 863, y: 559 }
Point { x: 924, y: 507 }
Point { x: 337, y: 357 }
Point { x: 527, y: 699 }
Point { x: 275, y: 603 }
Point { x: 674, y: 357 }
Point { x: 480, y: 930 }
Point { x: 164, y: 603 }
Point { x: 514, y: 446 }
Point { x: 468, y: 885 }
Point { x: 863, y: 513 }
Point { x: 383, y: 533 }
Point { x: 234, y: 979 }
Point { x: 294, y: 930 }
Point { x: 152, y: 275 }
Point { x: 392, y: 545 }
Point { x: 789, y: 460 }
Point { x: 558, y: 425 }
Point { x: 325, y: 697 }
Point { x: 618, y: 254 }
Point { x: 113, y: 743 }
Point { x: 674, y: 360 }
Point { x: 468, y: 772 }
Point { x: 316, y: 148 }
Point { x: 894, y: 714 }
Point { x: 789, y: 175 }
Point { x: 789, y: 479 }
Point { x: 458, y: 335 }
Point { x: 500, y: 335 }
Point { x: 853, y: 868 }
Point { x: 863, y: 785 }
Point { x: 814, y: 461 }
Point { x: 468, y: 543 }
Point { x: 322, y: 699 }
Point { x: 406, y: 254 }
Point { x: 532, y: 383 }
Point { x: 323, y: 526 }
Point { x: 561, y: 930 }
Point { x: 624, y: 103 }
Point { x: 320, y: 549 }
Point { x: 943, y: 714 }
Point { x: 392, y: 697 }
Point { x: 863, y: 677 }
Point { x: 789, y: 365 }
Point { x: 789, y: 351 }
Point { x: 542, y: 760 }
Point { x: 126, y: 789 }
Point { x: 133, y: 598 }
Point { x: 696, y: 930 }
Point { x: 687, y: 884 }
Point { x: 699, y: 961 }
Point { x: 94, y: 310 }
Point { x: 863, y: 536 }
Point { x: 789, y: 441 }
Point { x: 255, y: 101 }
Point { x: 789, y: 180 }
Point { x: 789, y: 170 }
Point { x: 814, y: 425 }
Point { x: 789, y: 160 }
Point { x: 865, y: 458 }
Point { x: 789, y: 300 }
Point { x: 392, y: 335 }
Point { x: 652, y: 148 }
Point { x: 438, y: 603 }
Point { x: 285, y: 47 }
Point { x: 394, y: 930 }
Point { x: 618, y: 417 }
Point { x: 709, y: 528 }
Point { x: 267, y: 549 }
Point { x: 963, y: 550 }
Point { x: 878, y: 73 }
Point { x: 924, y: 836 }
Point { x: 196, y: 370 }
Point { x: 400, y: 335 }
Point { x: 200, y: 268 }
Point { x: 613, y: 787 }
Point { x: 739, y: 961 }
Point { x: 865, y: 172 }
Point { x: 610, y: 213 }
Point { x: 194, y: 697 }
Point { x: 770, y: 294 }
Point { x: 863, y: 613 }
Point { x: 546, y: 736 }
Point { x: 468, y: 609 }
Point { x: 356, y: 930 }
Point { x: 789, y: 472 }
Point { x: 596, y: 148 }
Point { x: 789, y: 248 }
Point { x: 468, y: 863 }
Point { x: 517, y: 383 }
Point { x: 688, y: 114 }
Point { x: 554, y: 930 }
Point { x: 437, y: 146 }
Point { x: 271, y: 310 }
Point { x: 789, y: 379 }
Point { x: 427, y: 335 }
Point { x: 296, y: 602 }
Point { x: 123, y: 561 }
Point { x: 335, y: 370 }
Point { x: 468, y: 517 }
Point { x: 468, y: 529 }
Point { x: 225, y: 768 }
Point { x: 188, y: 789 }
Point { x: 863, y: 503 }
Point { x: 468, y: 642 }
Point { x: 863, y: 904 }
Point { x: 188, y: 673 }
Point { x: 242, y: 603 }
Point { x: 813, y: 798 }
Point { x: 863, y: 544 }
Point { x: 251, y: 800 }
Point { x: 186, y: 603 }
Point { x: 672, y: 745 }
Point { x: 259, y: 742 }
Point { x: 337, y: 789 }
Point { x: 301, y: 930 }
Point { x: 508, y: 213 }
Point { x: 468, y: 734 }
Point { x: 468, y: 668 }
Point { x: 558, y: 714 }
Point { x: 501, y: 335 }
Point { x: 465, y: 335 }
Point { x: 437, y: 140 }
Point { x: 440, y: 745 }
Point { x: 468, y: 613 }
Point { x: 337, y: 800 }
Point { x: 719, y: 930 }
Point { x: 546, y: 459 }
Point { x: 69, y: 310 }
Point { x: 814, y: 507 }
Point { x: 298, y: 533 }
Point { x: 534, y: 930 }
Point { x: 70, y: 533 }
Point { x: 863, y: 735 }
Point { x: 863, y: 598 }
Point { x: 789, y: 449 }
Point { x: 119, y: 188 }
Point { x: 468, y: 708 }
Point { x: 328, y: 254 }
Point { x: 863, y: 909 }
Point { x: 123, y: 529 }
Point { x: 863, y: 730 }
Point { x: 437, y: 370 }
Point { x: 244, y: 598 }
Point { x: 337, y: 691 }
Point { x: 789, y: 448 }
Point { x: 213, y: 697 }
Point { x: 618, y: 459 }
Point { x: 77, y: 529 }
Point { x: 325, y: 526 }
Point { x: 592, y: 537 }
Point { x: 301, y: 743 }
Point { x: 200, y: 242 }
Point { x: 709, y: 217 }
Point { x: 863, y: 499 }
Point { x: 301, y: 768 }
Point { x: 296, y: 550 }
Point { x: 863, y: 872 }
Point { x: 774, y: 148 }
Point { x: 389, y: 188 }
Point { x: 863, y: 528 }
Point { x: 532, y: 549 }
Point { x: 271, y: 201 }
Point { x: 275, y: 545 }
Point { x: 594, y: 254 }
Point { x: 126, y: 768 }
Point { x: 392, y: 425 }
Point { x: 468, y: 749 }
Point { x: 234, y: 947 }
Point { x: 467, y: 335 }
Point { x: 863, y: 817 }
Point { x: 492, y: 930 }
Point { x: 640, y: 513 }
Point { x: 901, y: 191 }
Point { x: 863, y: 383 }
Point { x: 436, y: 589 }
Point { x: 615, y: 383 }
Point { x: 153, y: 529 }
Point { x: 863, y: 767 }
Point { x: 506, y: 383 }
Point { x: 789, y: 484 }
Point { x: 717, y: 741 }
Point { x: 863, y: 784 }
Point { x: 384, y: 335 }
Point { x: 863, y: 894 }
Point { x: 286, y: 890 }
Point { x: 681, y: 370 }
Point { x: 789, y: 364 }
Point { x: 660, y: 930 }
Point { x: 863, y: 634 }
Point { x: 613, y: 699 }
Point { x: 863, y: 797 }
Point { x: 371, y: 930 }
Point { x: 863, y: 505 }
Point { x: 789, y: 376 }
Point { x: 477, y: 930 }
Point { x: 508, y: 198 }
Point { x: 548, y: 930 }
Point { x: 741, y: 304 }
Point { x: 590, y: 930 }
Point { x: 863, y: 666 }
Point { x: 971, y: 115 }
Point { x: 789, y: 336 }
Point { x: 561, y: 383 }
Point { x: 549, y: 383 }
Point { x: 468, y: 710 }
Point { x: 56, y: 293 }
Point { x: 515, y: 294 }
Point { x: 738, y: 961 }
Point { x: 436, y: 603 }
Point { x: 582, y: 697 }
Point { x: 863, y: 864 }
Point { x: 245, y: 868 }
Point { x: 617, y: 357 }
Point { x: 536, y: 798 }
Point { x: 115, y: 529 }
Point { x: 468, y: 657 }
Point { x: 863, y: 474 }
Point { x: 192, y: 508 }
Point { x: 681, y: 366 }
Point { x: 509, y: 930 }
Point { x: 468, y: 651 }
Point { x: 468, y: 732 }
Point { x: 789, y: 244 }
Point { x: 863, y: 897 }
Point { x: 255, y: 158 }
Point { x: 653, y: 741 }
Point { x: 572, y: 383 }
Point { x: 517, y: 425 }
Point { x: 267, y: 930 }
Point { x: 242, y: 583 }
Point { x: 594, y: 242 }
Point { x: 519, y: 741 }
Point { x: 673, y: 114 }
Point { x: 312, y: 151 }
Point { x: 624, y: 114 }
Point { x: 468, y: 730 }
Point { x: 695, y: 489 }
Point { x: 468, y: 856 }
Point { x: 863, y: 831 }
Point { x: 735, y: 790 }
Point { x: 519, y: 383 }
Point { x: 863, y: 933 }
Point { x: 286, y: 930 }
Point { x: 514, y: 474 }
Point { x: 133, y: 816 }
Point { x: 852, y: 213 }
Point { x: 863, y: 573 }
Point { x: 468, y: 542 }
Point { x: 963, y: 544 }
Point { x: 320, y: 583 }
Point { x: 789, y: 429 }
Point { x: 789, y: 196 }
Point { x: 569, y: 383 }
Point { x: 925, y: 861 }
Point { x: 325, y: 549 }
Point { x: 863, y: 781 }
Point { x: 924, y: 528 }
Point { x: 214, y: 146 }
Point { x: 863, y: 587 }
Point { x: 863, y: 618 }
Point { x: 251, y: 697 }
Point { x: 468, y: 648 }
Point { x: 698, y: 930 }
Point { x: 863, y: 494 }
Point { x: 468, y: 516 }
Point { x: 863, y: 517 }
Point { x: 533, y: 383 }
Point { x: 863, y: 890 }
Point { x: 546, y: 292 }
Point { x: 468, y: 887 }
Point { x: 684, y: 114 }
Point { x: 789, y: 327 }
Point { x: 789, y: 383 }
Point { x: 389, y: 526 }
Point { x: 789, y: 258 }
Point { x: 523, y: 383 }
Point { x: 312, y: 545 }
Point { x: 796, y: 961 }
Point { x: 461, y: 549 }
Point { x: 789, y: 489 }
Point { x: 234, y: 743 }
Point { x: 295, y: 930 }
Point { x: 436, y: 511 }
Point { x: 312, y: 461 }
Point { x: 255, y: 242 }
Point { x: 350, y: 930 }
Point { x: 242, y: 295 }
Point { x: 536, y: 838 }
Point { x: 383, y: 537 }
Point { x: 468, y: 859 }
Point { x: 468, y: 878 }
Point { x: 255, y: 310 }
Point { x: 863, y: 657 }
Point { x: 320, y: 357 }
Point { x: 953, y: 322 }
Point { x: 652, y: 146 }
Point { x: 616, y: 930 }
Point { x: 322, y: 736 }
Point { x: 245, y: 533 }
Point { x: 468, y: 574 }
Point { x: 448, y: 335 }
Point { x: 245, y: 859 }
Point { x: 863, y: 596 }
Point { x: 514, y: 369 }
Point { x: 807, y: 961 }
Point { x: 789, y: 237 }
Point { x: 317, y: 930 }
Point { x: 863, y: 656 }
Point { x: 513, y: 930 }
Point { x: 789, y: 276 }
Point { x: 468, y: 860 }
Point { x: 863, y: 803 }
Point { x: 789, y: 358 }
Point { x: 612, y: 930 }
Point { x: 863, y: 425 }
Point { x: 113, y: 859 }
Point { x: 596, y: 172 }
Point { x: 789, y: 307 }
Point { x: 468, y: 578 }
Point { x: 863, y: 914 }
Point { x: 879, y: 360 }
Point { x: 264, y: 930 }
Point { x: 410, y: 598 }
Point { x: 437, y: 294 }
Point { x: 468, y: 527 }
Point { x: 77, y: 348 }
Point { x: 390, y: 335 }
Point { x: 468, y: 692 }
Point { x: 462, y: 930 }
Point { x: 824, y: 699 }
Point { x: 569, y: 930 }
Point { x: 245, y: 583 }
Point { x: 789, y: 389 }
Point { x: 186, y: 546 }
Point { x: 468, y: 723 }
Point { x: 234, y: 295 }
Point { x: 353, y: 188 }
Point { x: 674, y: 492 }
Point { x: 138, y: 529 }
Point { x: 527, y: 446 }
Point { x: 296, y: 930 }
Point { x: 853, y: 583 }
Point { x: 546, y: 366 }
Point { x: 610, y: 383 }
Point { x: 722, y: 930 }
Point { x: 789, y: 284 }
Point { x: 437, y: 333 }
Point { x: 251, y: 736 }
Point { x: 789, y: 396 }
Point { x: 867, y: 742 }
Point { x: 863, y: 575 }
Point { x: 863, y: 420 }
Point { x: 296, y: 461 }
Point { x: 468, y: 835 }
Point { x: 558, y: 459 }
Point { x: 789, y: 466 }
Point { x: 877, y: 861 }
Point { x: 438, y: 583 }
Point { x: 200, y: 188 }
Point { x: 514, y: 526 }
Point { x: 863, y: 826 }
Point { x: 532, y: 787 }
Point { x: 789, y: 200 }
Point { x: 787, y: 816 }
Point { x: 436, y: 673 }
Point { x: 225, y: 598 }
Point { x: 583, y: 357 }
Point { x: 392, y: 602 }
Point { x: 789, y: 455 }
Point { x: 138, y: 151 }
Point { x: 468, y: 683 }
Point { x: 894, y: 673 }
Point { x: 863, y: 626 }
Point { x: 610, y: 175 }
Point { x: 322, y: 603 }
Point { x: 164, y: 583 }
Point { x: 392, y: 741 }
Point { x: 594, y: 388 }
Point { x: 789, y: 173 }
Point { x: 711, y: 790 }
Point { x: 468, y: 812 }
Point { x: 557, y: 930 }
Point { x: 789, y: 487 }
Point { x: 943, y: 507 }
Point { x: 611, y: 930 }
Point { x: 384, y: 930 }
Point { x: 789, y: 232 }
Point { x: 879, y: 673 }
Point { x: 439, y: 335 }
Point { x: 410, y: 736 }
Point { x: 813, y: 461 }
Point { x: 863, y: 497 }
Point { x: 152, y: 546 }
Point { x: 561, y: 425 }
Point { x: 727, y: 930 }
Point { x: 617, y: 366 }
Point { x: 542, y: 800 }
Point { x: 863, y: 217 }
Point { x: 613, y: 798 }
Point { x: 255, y: 109 }
Point { x: 616, y: 383 }
Point { x: 392, y: 417 }
Point { x: 429, y: 714 }
Point { x: 536, y: 683 }
Point { x: 676, y: 930 }
Point { x: 688, y: 930 }
Point { x: 188, y: 275 }
Point { x: 748, y: 961 }
Point { x: 468, y: 707 }
Point { x: 806, y: 961 }
Point { x: 213, y: 335 }
Point { x: 213, y: 370 }
Point { x: 765, y: 961 }
Point { x: 542, y: 357 }
Point { x: 565, y: 930 }
Point { x: 234, y: 508 }
Point { x: 452, y: 335 }
Point { x: 192, y: 673 }
Point { x: 546, y: 583 }
Point { x: 436, y: 602 }
Point { x: 250, y: 310 }
Point { x: 289, y: 930 }
Point { x: 789, y: 297 }
Point { x: 852, y: 294 }
Point { x: 468, y: 523 }
Point { x: 410, y: 597 }
Point { x: 863, y: 534 }
Point { x: 863, y: 772 }
Point { x: 734, y: 961 }
Point { x: 468, y: 824 }
Point { x: 852, y: 322 }
Point { x: 789, y: 355 }
Point { x: 253, y: 930 }
Point { x: 328, y: 333 }
Point { x: 867, y: 583 }
Point { x: 863, y: 548 }
Point { x: 302, y: 789 }
Point { x: 632, y: 930 }
Point { x: 468, y: 855 }
Point { x: 468, y: 660 }
Point { x: 624, y: 217 }
Point { x: 447, y: 335 }
Point { x: 924, y: 458 }
Point { x: 259, y: 789 }
Point { x: 471, y: 335 }
Point { x: 770, y: 370 }
Point { x: 389, y: 357 }
Point { x: 275, y: 743 }
Point { x: 188, y: 335 }
Point { x: 126, y: 529 }
Point { x: 863, y: 719 }
Point { x: 863, y: 304 }
Point { x: 814, y: 489 }
Point { x: 863, y: 569 }
Point { x: 509, y: 335 }
Point { x: 290, y: 743 }
Point { x: 863, y: 886 }
Point { x: 879, y: 458 }
Point { x: 813, y: 507 }
Point { x: 410, y: 526 }
Point { x: 558, y: 673 }
Point { x: 458, y: 930 }
Point { x: 251, y: 798 }
Point { x: 126, y: 293 }
Point { x: 774, y: 370 }
Point { x: 468, y: 673 }
Point { x: 254, y: 930 }
Point { x: 69, y: 546 }
Point { x: 213, y: 394 }
Point { x: 552, y: 383 }
Point { x: 789, y: 225 }
Point { x: 789, y: 330 }
Point { x: 436, y: 357 }
Point { x: 863, y: 571 }
Point { x: 863, y: 602 }
Point { x: 245, y: 545 }
Point { x: 133, y: 859 }
Point { x: 770, y: 304 }
Point { x: 530, y: 383 }
Point { x: 468, y: 739 }
Point { x: 647, y: 930 }
Point { x: 863, y: 522 }
Point { x: 789, y: 193 }
Point { x: 468, y: 577 }
Point { x: 234, y: 741 }
Point { x: 863, y: 594 }
Point { x: 411, y: 930 }
Point { x: 164, y: 370 }
Point { x: 389, y: 533 }
Point { x: 152, y: 529 }
Point { x: 695, y: 388 }
Point { x: 514, y: 365 }
Point { x: 863, y: 486 }
Point { x: 681, y: 294 }
Point { x: 320, y: 461 }
Point { x: 695, y: 537 }
Point { x: 298, y: 550 }
Point { x: 563, y: 383 }
Point { x: 863, y: 662 }
Point { x: 928, y: 861 }
Point { x: 387, y: 930 }
Point { x: 789, y: 166 }
Point { x: 687, y: 816 }
Point { x: 468, y: 583 }
Point { x: 323, y: 545 }
Point { x: 695, y: 513 }
Point { x: 789, y: 461 }
Point { x: 322, y: 930 }
Point { x: 413, y: 335 }
Point { x: 442, y: 930 }
Point { x: 410, y: 714 }
Point { x: 696, y: 101 }
Point { x: 610, y: 513 }
Point { x: 789, y: 427 }
Point { x: 192, y: 583 }
Point { x: 687, y: 673 }
Point { x: 789, y: 220 }
Point { x: 610, y: 508 }
Point { x: 789, y: 328 }
Point { x: 414, y: 335 }
Point { x: 356, y: 357 }
Point { x: 621, y: 930 }
Point { x: 410, y: 537 }
Point { x: 536, y: 673 }
Point { x: 517, y: 930 }
Point { x: 442, y: 335 }
Point { x: 532, y: 589 }
Point { x: 924, y: 816 }
Point { x: 515, y: 673 }
Point { x: 296, y: 583 }
Point { x: 523, y: 930 }
Point { x: 468, y: 851 }
Point { x: 312, y: 550 }
Point { x: 725, y: 961 }
Point { x: 863, y: 624 }
Point { x: 468, y: 669 }
Point { x: 339, y: 930 }
Point { x: 70, y: 348 }
Point { x: 672, y: 370 }
Point { x: 439, y: 357 }
Point { x: 863, y: 756 }
Point { x: 963, y: 549 }
Point { x: 774, y: 146 }
Point { x: 789, y: 324 }
Point { x: 583, y: 383 }
Point { x: 863, y: 682 }
Point { x: 824, y: 928 }
Point { x: 863, y: 472 }
Point { x: 542, y: 474 }
Point { x: 328, y: 357 }
Point { x: 879, y: 714 }
Point { x: 437, y: 213 }
Point { x: 863, y: 751 }
Point { x: 225, y: 357 }
Point { x: 963, y: 559 }
Point { x: 133, y: 800 }
Point { x: 687, y: 861 }
Point { x: 468, y: 802 }
Point { x: 863, y: 924 }
Point { x: 963, y: 539 }
Point { x: 753, y: 507 }
Point { x: 722, y: 961 }
Point { x: 111, y: 506 }
Point { x: 741, y: 254 }
Point { x: 536, y: 549 }
Point { x: 789, y: 301 }
Point { x: 863, y: 688 }
Point { x: 789, y: 463 }
Point { x: 596, y: 175 }
Point { x: 789, y: 407 }
Point { x: 440, y: 736 }
Point { x: 863, y: 916 }
Point { x: 865, y: 383 }
Point { x: 602, y: 383 }
Point { x: 389, y: 212 }
Point { x: 468, y: 680 }
Point { x: 468, y: 777 }
Point { x: 863, y: 570 }
Point { x: 152, y: 603 }
Point { x: 285, y: 53 }
Point { x: 863, y: 729 }
Point { x: 789, y: 273 }
Point { x: 515, y: 333 }
Point { x: 789, y: 469 }
Point { x: 558, y: 480 }
Point { x: 436, y: 335 }
Point { x: 610, y: 474 }
Point { x: 325, y: 691 }
Point { x: 214, y: 242 }
Point { x: 468, y: 877 }
Point { x: 438, y: 545 }
Point { x: 234, y: 198 }
Point { x: 245, y: 816 }
Point { x: 412, y: 930 }
Point { x: 335, y: 188 }
Point { x: 468, y: 662 }
Point { x: 709, y: 699 }
Point { x: 437, y: 198 }
Point { x: 322, y: 742 }
Point { x: 789, y: 398 }
Point { x: 583, y: 304 }
Point { x: 328, y: 310 }
Point { x: 468, y: 655 }
Point { x: 863, y: 580 }
Point { x: 863, y: 823 }
Point { x: 508, y: 333 }
Point { x: 328, y: 417 }
Point { x: 468, y: 563 }
Point { x: 863, y: 742 }
Point { x: 418, y: 930 }
Point { x: 553, y: 383 }
Point { x: 963, y: 558 }
Point { x: 468, y: 820 }
Point { x: 404, y: 930 }
Point { x: 585, y: 930 }
Point { x: 709, y: 370 }
Point { x: 389, y: 201 }
Point { x: 594, y: 742 }
Point { x: 561, y: 550 }
Point { x: 878, y: 115 }
Point { x: 468, y: 729 }
Point { x: 437, y: 148 }
Point { x: 789, y: 303 }
Point { x: 789, y: 405 }
Point { x: 429, y: 699 }
Point { x: 863, y: 942 }
Point { x: 789, y: 399 }
Point { x: 854, y: 861 }
Point { x: 953, y: 714 }
Point { x: 707, y: 528 }
Point { x: 681, y: 583 }
Point { x: 290, y: 742 }
Point { x: 468, y: 514 }
Point { x: 383, y: 335 }
Point { x: 561, y: 583 }
Point { x: 517, y: 589 }
Point { x: 468, y: 383 }
Point { x: 468, y: 425 }
Point { x: 192, y: 506 }
Point { x: 609, y: 930 }
Point { x: 468, y: 783 }
Point { x: 542, y: 550 }
Point { x: 436, y: 383 }
Point { x: 687, y: 742 }
Point { x: 597, y: 930 }
Point { x: 618, y: 489 }
Point { x: 697, y: 961 }
Point { x: 594, y: 699 }
Point { x: 438, y: 673 }
Point { x: 323, y: 333 }
Point { x: 196, y: 598 }
Point { x: 437, y: 242 }
Point { x: 879, y: 583 }
Point { x: 695, y: 458 }
Point { x: 350, y: 736 }
Point { x: 406, y: 383 }
Point { x: 624, y: 172 }
Point { x: 423, y: 930 }
Point { x: 681, y: 304 }
Point { x: 570, y: 930 }
Point { x: 613, y: 488 }
Point { x: 307, y: 930 }
Point { x: 863, y: 642 }
Point { x: 251, y: 741 }
Point { x: 515, y: 697 }
Point { x: 689, y: 114 }
Point { x: 789, y: 228 }
Point { x: 565, y: 383 }
Point { x: 119, y: 275 }
Point { x: 508, y: 365 }
Point { x: 123, y: 673 }
Point { x: 789, y: 269 }
Point { x: 468, y: 881 }
Point { x: 582, y: 583 }
Point { x: 257, y: 930 }
Point { x: 468, y: 704 }
Point { x: 429, y: 673 }
Point { x: 613, y: 697 }
Point { x: 558, y: 742 }
Point { x: 532, y: 459 }
Point { x: 829, y: 461 }
Point { x: 188, y: 549 }
Point { x: 440, y: 383 }
Point { x: 863, y: 484 }
Point { x: 942, y: 507 }
Point { x: 789, y: 473 }
Point { x: 290, y: 736 }
Point { x: 532, y: 526 }
Point { x: 863, y: 191 }
Point { x: 728, y: 961 }
Point { x: 267, y: 598 }
Point { x: 468, y: 544 }
Point { x: 301, y: 798 }
Point { x: 925, y: 528 }
Point { x: 789, y: 403 }
Point { x: 863, y: 547 }
Point { x: 867, y: 528 }
Point { x: 813, y: 425 }
Point { x: 853, y: 790 }
Point { x: 438, y: 742 }
Point { x: 618, y: 388 }
Point { x: 200, y: 146 }
Point { x: 468, y: 898 }
Point { x: 519, y: 742 }
Point { x: 542, y: 526 }
Point { x: 235, y: 583 }
Point { x: 256, y: 930 }
Point { x: 594, y: 714 }
Point { x: 406, y: 357 }
Point { x: 406, y: 417 }
Point { x: 863, y: 837 }
Point { x: 558, y: 736 }
Point { x: 813, y: 583 }
Point { x: 431, y: 109 }
Point { x: 192, y: 598 }
Point { x: 468, y: 654 }
Point { x: 879, y: 388 }
Point { x: 789, y: 395 }
Point { x: 707, y: 961 }
Point { x: 813, y: 304 }
Point { x: 164, y: 394 }
Point { x: 720, y: 930 }
Point { x: 863, y: 725 }
Point { x: 863, y: 923 }
Point { x: 440, y: 461 }
Point { x: 413, y: 930 }
Point { x: 672, y: 294 }
Point { x: 865, y: 790 }
Point { x: 582, y: 868 }
Point { x: 188, y: 743 }
Point { x: 445, y: 930 }
Point { x: 262, y: 768 }
Point { x: 854, y: 821 }
Point { x: 138, y: 789 }
Point { x: 440, y: 292 }
Point { x: 280, y: 930 }
Point { x: 517, y: 537 }
Point { x: 789, y: 320 }
Point { x: 515, y: 388 }
Point { x: 574, y: 930 }
Point { x: 901, y: 213 }
Point { x: 468, y: 658 }
Point { x: 652, y: 217 }
Point { x: 274, y: 930 }
Point { x: 789, y: 348 }
Point { x: 789, y: 476 }
Point { x: 468, y: 521 }
Point { x: 215, y: 293 }
Point { x: 468, y: 842 }
Point { x: 863, y: 563 }
Point { x: 301, y: 697 }
Point { x: 789, y: 201 }
Point { x: 693, y: 760 }
Point { x: 337, y: 597 }
Point { x: 225, y: 868 }
Point { x: 777, y: 961 }
Point { x: 468, y: 366 }
Point { x: 789, y: 192 }
Point { x: 373, y: 930 }
Point { x: 617, y: 489 }
Point { x: 200, y: 201 }
Point { x: 301, y: 816 }
Point { x: 610, y: 366 }
Point { x: 389, y: 232 }
Point { x: 468, y: 554 }
Point { x: 468, y: 791 }
Point { x: 213, y: 736 }
Point { x: 541, y: 930 }
Point { x: 545, y: 930 }
Point { x: 789, y: 375 }
Point { x: 515, y: 335 }
Point { x: 323, y: 699 }
Point { x: 797, y: 961 }
Point { x: 542, y: 366 }
Point { x: 468, y: 825 }
Point { x: 879, y: 507 }
Point { x: 711, y: 699 }
Point { x: 196, y: 508 }
Point { x: 234, y: 859 }
Point { x: 863, y: 637 }
Point { x: 461, y: 366 }
Point { x: 789, y: 419 }
Point { x: 455, y: 930 }
Point { x: 789, y: 480 }
Point { x: 468, y: 561 }
Point { x: 863, y: 934 }
Point { x: 833, y: 742 }
Point { x: 94, y: 293 }
Point { x: 242, y: 533 }
Point { x: 582, y: 947 }
Point { x: 468, y: 715 }
Point { x: 705, y: 930 }
Point { x: 234, y: 188 }
Point { x: 214, y: 198 }
Point { x: 606, y: 383 }
Point { x: 332, y: 417 }
Point { x: 133, y: 626 }
Point { x: 561, y: 589 }
Point { x: 337, y: 550 }
Point { x: 382, y: 461 }
Point { x: 863, y: 878 }
Point { x: 281, y: 546 }
Point { x: 468, y: 696 }
Point { x: 527, y: 598 }
Point { x: 789, y: 241 }
Point { x: 608, y: 383 }
Point { x: 865, y: 583 }
Point { x: 865, y: 507 }
Point { x: 542, y: 73 }
Point { x: 525, y: 930 }
Point { x: 126, y: 598 }
Point { x: 468, y: 806 }
Point { x: 863, y: 814 }
Point { x: 560, y: 930 }
Point { x: 711, y: 507 }
Point { x: 683, y: 114 }
Point { x: 468, y: 524 }
Point { x: 468, y: 571 }
Point { x: 401, y: 741 }
Point { x: 852, y: 254 }
Point { x: 695, y: 370 }
Point { x: 789, y: 371 }
Point { x: 508, y: 930 }
Point { x: 194, y: 626 }
Point { x: 789, y: 583 }
Point { x: 583, y: 417 }
Point { x: 687, y: 114 }
Point { x: 296, y: 357 }
Point { x: 592, y: 550 }
Point { x: 594, y: 683 }
Point { x: 527, y: 537 }
Point { x: 613, y: 741 }
Point { x: 194, y: 146 }
Point { x: 468, y: 670 }
Point { x: 863, y: 786 }
Point { x: 487, y: 930 }
Point { x: 410, y: 383 }
Point { x: 789, y: 253 }
Point { x: 789, y: 497 }
Point { x: 312, y: 201 }
Point { x: 70, y: 529 }
Point { x: 863, y: 765 }
Point { x: 599, y: 383 }
Point { x: 696, y: 114 }
Point { x: 853, y: 673 }
Point { x: 409, y: 930 }
Point { x: 789, y: 342 }
Point { x: 863, y: 493 }
Point { x: 468, y: 763 }
Point { x: 610, y: 369 }
Point { x: 468, y: 580 }
Point { x: 789, y: 311 }
Point { x: 774, y: 101 }
Point { x: 730, y: 961 }
Point { x: 863, y: 490 }
Point { x: 188, y: 800 }
Point { x: 501, y: 930 }
Point { x: 774, y: 304 }
Point { x: 356, y: 533 }
Point { x: 468, y: 779 }
Point { x: 440, y: 474 }
Point { x: 774, y: 583 }
Point { x: 863, y: 604 }
Point { x: 789, y: 302 }
Point { x: 271, y: 242 }
Point { x: 275, y: 673 }
Point { x: 617, y: 370 }
Point { x: 281, y: 357 }
Point { x: 267, y: 603 }
Point { x: 863, y: 802 }
Point { x: 468, y: 775 }
Point { x: 337, y: 673 }
Point { x: 70, y: 293 }
Point { x: 495, y: 930 }
Point { x: 577, y: 930 }
Point { x: 350, y: 699 }
Point { x: 820, y: 101 }
Point { x: 296, y: 508 }
Point { x: 878, y: 69 }
Point { x: 406, y: 294 }
Point { x: 772, y: 961 }
Point { x: 674, y: 489 }
Point { x: 389, y: 417 }
Point { x: 863, y: 693 }
Point { x: 556, y: 383 }
Point { x: 863, y: 776 }
Point { x: 123, y: 743 }
Point { x: 789, y: 392 }
Point { x: 389, y: 537 }
Point { x: 188, y: 268 }
Point { x: 234, y: 816 }
Point { x: 113, y: 816 }
